1.673945232869123584e-02,9.718749781543470911e-01,1.138556951696179098e-02
9.608797771753446737e-01,3.908880883566315939e-02,3.141398899212635883e-05
9.614383413354614660e-01,8.717577831248539411e-03,2.984408083328989741e-02
3.666201153366662345e-06,4.400584387248190885e-06,9.999919332144594497e-01
5.472510842444924459e-03,9.904873370964987211e-01,4.040152061056477562e-03
7.887912471664011438e-01,5.391917976235714033e-02,1.572895730712416118e-01
9.449828042913713255e-02,3.351662673447727836e-01,5.703354522260898340e-01
4.981897273218070452e-03,6.129131402568151893e-02,9.337267887011004852e-01
8.847244597391338283e-01,3.842087788338965221e-02,7.685466237747635987e-02
9.703974683837494064e-01,2.265043869658501033e-02,6.952092919665541632e-03
6.170848846578897984e-01,3.825566252287458391e-01,3.584901133642558538e-04
3.410758903531684825e-07,4.090025747469271951e-07,9.999992499215347719e-01
6.206760616481745208e-07,7.425827961205996518e-07,9.999986367411423105e-01
1.562491313906884741e-02,9.842588711633731835e-01,1.162156975579039337e-04
7.969685706673641512e-01,2.009535994496655098e-01,2.077829882970344631e-03
9.487380782626693154e-01,4.683341530726972679e-02,4.428506430061062739e-03
9.194612021415499159e-02,6.047666662614110678e-01,3.032872135244341072e-01
1.238685050455345521e-01,4.305702430765299266e-02,8.330744706468123928e-01
1.595328125457213410e-06,9.103226927370354877e-07,9.999974943491818369e-01
4.439651237508809301e-01,5.173862588556467079e-01,3.864861739347204284e-02
9.652986246283605798e-01,8.626850688449585677e-03,2.607452468318997851e-02
9.759643587641153584e-01,2.370245339366527926e-02,3.331878422194751305e-04
1.541021827589882098e-01,6.881476225229763433e-01,1.577501947180350306e-01
2.354972196479127589e-01,7.463008142736436978e-01,1.820196607844340106e-02
7.340959662233734750e-01,2.629158545799173963e-01,2.988179196709058860e-03
9.518151750943374401e-01,4.803689141361865839e-02,1.479334920439309036e-04
1.454902508170609430e-03,7.405825679121241789e-01,2.579625295797052242e-01
1.311146977010131144e-02,9.868783736121016226e-01,1.015661779709093614e-05
9.868413886930121892e-01,1.178834456881430737e-02,1.370266738173482601e-03
8.705806372747945110e-01,7.969998674557389473e-02,4.971937597963130978e-02
9.518615596487242092e-01,4.249568730626897273e-02,5.642753045007059196e-03
8.662938031172026099e-01,1.193626996084380387e-01,1.434349727435928375e-02
8.654001180328526610e-01,7.819448413036651779e-02,5.640539783678089752e-02
2.405064093361133221e-02,1.689877231719858208e-01,8.069616358944030621e-01
3.064999838563134751e-02,1.115324545121399585e-01,8.578175471022286835e-01
9.917804726037877661e-01,4.452178730648257386e-03,3.767348665563921041e-03
9.113685644600889590e-01,2.042974130229461768e-02,6.820169423761641980e-02
3.486931400359973010e-04,1.128356051046154884e-01,8.868157017553485177e-01
2.796567628986805151e-02,7.051322511119443304e-01,2.669020725981872122e-01
2.335807687122086435e-06,9.999692078752755453e-01,2.845631703724129814e-05
3.712033720924760860e-02,6.351966709448902309e-04,9.622444661198076288e-01
3.775383444749040585e-02,1.591969293979196842e-01,8.030492361545898961e-01
5.999446216220095737e-09,3.316543673160110165e-09,9.999999906840101316e-01
2.522750454950608689e-03,9.939981118823879025e-02,8.980774383568107533e-01
9.423241044614875106e-01,5.657768840461444709e-02,1.098207133898198001e-03
1.088717595867196714e-01,8.848686809273584863e-01,6.259559485921730414e-03
1.747098739576632455e-03,2.327703544774402649e-03,9.959251977156489133e-01
1.028736916204937325e-02,4.219616037389095110e-03,9.854930148005612844e-01
5.225739657749084444e-03,9.457047919655202639e-01,4.906946837673080430e-02
9.962179772370632902e-01,3.731609972082819936e-03,5.041279085376243989e-05
3.568538987181417314e-08,1.890869076840514976e-08,9.999999454059192994e-01
1.035468401707606290e-01,8.963680896050540969e-01,8.507022418533493875e-05
8.669196633072420166e-01,1.056132845638675100e-01,2.746705212889031730e-02
1.575792601791144998e-01,8.338468429603110854e-01,8.573896860574525824e-03
3.927825362536483539e-02,1.551226256594715469e-01,8.055991207151634859e-01
4.610572834696838838e-04,3.280165378150868422e-02,9.667372889350217546e-01
9.622564524230030614e-01,3.758478344309983815e-02,1.587641338971722803e-04
6.843333245534998222e-01,2.551451156238225826e-01,6.052155982267749812e-02
1.837049085892642725e-05,9.978364453124565214e-01,2.145184196684552392e-03
6.498807029361715337e-02,7.655113518892411317e-01,1.695005778171416455e-01
5.371038173660428461e-01,3.816991329097259023e-01,8.119704972423111289e-02
1.210683071902272845e-06,9.995116902625902355e-01,4.870990543378866814e-04
