7.198333623819053173e-04,9.975876808166503906e-01,1.692546997219324112e-03
9.983736276626586914e-01,1.491698436439037323e-03,1.346423960058018565e-04
9.982739686965942383e-01,1.598668284714221954e-03,1.273863454116508365e-04
3.210503200534731150e-04,1.264380174688994884e-03,9.984145164489746094e-01
4.530485311988741159e-04,9.993528723716735840e-01,1.940452202688902617e-04
3.470191061496734619e-01,6.236684322357177734e-01,2.931245975196361542e-02
4.155616089701652527e-02,7.681525945663452148e-01,1.902912706136703491e-01
1.903875672724097967e-04,2.182400494348257780e-04,9.995914101600646973e-01
9.977023005485534668e-01,2.129132626578211784e-03,1.685682946117594838e-04
9.888293147087097168e-01,1.041954103857278824e-02,7.511024596169590950e-04
9.980381131172180176e-01,1.777267665602266788e-03,1.845791266532614827e-04
2.401024830760434270e-04,5.746352835558354855e-04,9.991852641105651855e-01
5.908152670599520206e-04,4.234483931213617325e-04,9.989857077598571777e-01
3.555754665285348892e-04,9.994664788246154785e-01,1.779640733730047941e-04
9.943937063217163086e-01,5.193653050810098648e-03,4.126429266761988401e-04
9.974253773689270020e-01,2.072793664410710335e-03,5.017941002734005451e-04
4.317380953580141068e-03,9.942963719367980957e-01,1.386292744427919388e-03
5.784874316304922104e-03,1.775724068284034729e-02,9.764578938484191895e-01
4.043168574571609497e-02,1.995494216680526733e-02,9.396134018898010254e-01
1.378356572240591049e-02,9.851699471473693848e-01,1.046467456035315990e-03
9.961578249931335449e-01,3.555746283382177353e-03,2.865082933567464352e-04
9.835312366485595703e-01,1.555088628083467484e-02,9.178768959827721119e-04
1.004438032396137714e-03,9.948747754096984863e-01,4.120804369449615479e-03
3.314473927021026611e-01,6.541736125946044922e-01,1.437897700816392899e-02
9.799037575721740723e-01,1.956218294799327850e-02,5.340464995242655277e-04
9.978163242340087891e-01,1.950465608388185501e-03,2.331572613911703229e-04
1.017272658646106720e-02,9.690706729888916016e-01,2.075659669935703278e-02
2.229132951470091939e-04,9.996299743652343750e-01,1.470696734031662345e-04
9.953024387359619141e-01,4.427469801157712936e-03,2.701451594475656748e-04
5.216742157936096191e-01,4.676434397697448730e-01,1.068237051367759705e-02
9.968949556350708008e-01,2.935696858912706375e-03,1.692852238193154335e-04
9.950708150863647461e-01,4.511090461164712906e-03,4.181464610155671835e-04
9.981265664100646973e-01,1.556722563691437244e-03,3.167069808114320040e-04
1.780302729457616806e-03,4.686249885708093643e-03,9.935334920883178711e-01
1.210506781935691833e-01,6.015940904617309570e-01,2.773552238941192627e-01
9.929136633872985840e-01,6.685103755444288254e-03,4.012883291579782963e-04
9.914280772209167480e-01,7.405340671539306641e-03,1.166541711427271366e-03
1.750396448187530041e-03,3.553300397470593452e-03,9.946962594985961914e-01
1.160012325271964073e-03,9.955775737762451172e-01,3.262472571805119514e-03
2.201489405706524849e-04,9.995130300521850586e-01,2.668429806362837553e-04
2.977755852043628693e-03,8.780895732343196869e-03,9.882413744926452637e-01
2.757641021162271500e-03,1.406032708473503590e-03,9.958363771438598633e-01
5.302490899339318275e-04,5.981118883937597275e-04,9.988716244697570801e-01
3.627258120104670525e-04,9.789983741939067841e-04,9.986582994461059570e-01
9.808712601661682129e-01,9.381674230098724365e-03,9.747078642249107361e-03
1.054270286113023758e-02,9.883177876472473145e-01,1.139544532634317875e-03
2.040961990132927895e-04,1.007804530672729015e-03,9.987881779670715332e-01
8.121549617499113083e-04,6.994963157922029495e-03,9.921929240226745605e-01
1.583717821631580591e-04,9.997161030769348145e-01,1.255413226317614317e-04
9.966049194335937500e-01,1.583331497386097908e-03,1.811724505387246609e-03
6.963922642171382904e-04,7.278429693542420864e-04,9.985758066177368164e-01
4.475481109693646431e-04,9.992818236351013184e-01,2.706601226236671209e-04
9.685921072959899902e-01,9.394511580467224121e-03,2.201342768967151642e-02
7.580167651176452637e-01,1.869618743658065796e-01,5.502131581306457520e-02
4.782053874805569649e-04,6.028260104358196259e-04,9.989190101623535156e-01
2.773433225229382515e-04,2.893502591177821159e-03,9.968290925025939941e-01
9.936081171035766602e-01,6.124656181782484055e-03,2.672777045518159866e-04
9.746322631835937500e-01,1.799043640494346619e-02,7.377301808446645737e-03
5.347526748664677143e-04,9.993464350700378418e-01,1.187798188766464591e-04
4.555486887693405151e-02,9.195817708969116211e-01,3.486331552267074585e-02
9.951718449592590332e-01,4.444092046469449997e-03,3.841120342258363962e-04
1.890077721327543259e-03,9.969081282615661621e-01,1.201784703880548477e-03
2.682570193428546190e-04,9.993898868560791016e-01,3.418900596443563700e-04
5.034354981034994125e-04,9.543565101921558380e-04,9.985421895980834961e-01
3.851148067042231560e-03,9.837263226509094238e-01,1.242249179631471634e-02
1.194425276480615139e-03,2.998274937272071838e-02,9.688228368759155273e-01
2.370067872107028961e-02,9.755952358245849609e-01,7.041075732558965683e-04
3.623911412432789803e-03,8.438520133495330811e-03,9.879376292228698730e-01
1.580931129865348339e-04,9.991217255592346191e-01,7.201390690170228481e-04
6.570455734618008137e-04,5.794255412183701992e-04,9.987635612487792969e-01
2.715911250561475754e-04,9.995492100715637207e-01,1.791854447219520807e-04
9.984287619590759277e-01,1.453158911317586899e-03,1.180355175165459514e-04
6.811917992308735847e-04,1.730319694615900517e-03,9.975885152816772461e-01
1.370355603285133839e-03,9.970738887786865234e-01,1.555752009153366089e-03
1.268655061721801758e-03,9.984565973281860352e-01,2.747933613136410713e-04
9.670635461807250977e-01,3.236410021781921387e-02,5.724087823182344437e-04
2.605156507343053818e-03,5.150142684578895569e-02,9.458933472633361816e-01
3.603158984333276749e-03,9.384887814521789551e-01,5.790808051824569702e-02
5.911464802920818329e-03,9.906405210494995117e-01,3.448094008490443230e-03
1.097963075153529644e-03,9.582766215316951275e-04,9.979436993598937988e-01
4.398991353809833527e-03,3.833805397152900696e-02,9.572629332542419434e-01
